Compound	Class	nring	nrot	ndonr	naccr	dis1	dis2	dis3	0c	1c	2c	3cP	3cC	4cPC	3cCH	4cCH	5cCH	6cCH	0cv	1cv	2cv	3cvP	3cvC	4cvPC	3cvCH	4cvCH	5cvCH	6cvCH	nhyd	nhal	nhet	nhev	ncof	ncocl	ncoi	ncarb	nphos	nsulph	noxy	nnitro	1k	2k	3k	1ka	2ka	3ka	phi	Shev	Scar	Shet	Shal	S(1)	S(2)	S(3)	S(4)	S(5)	S(6)	S(7)	S(8)	S(9)	S(10)	S(11)	S(12)	S(13)	S(14)	S(15)	S(16)	S(17)	S(18)	S(19)	S(20)	S(21)	S(22)	S(24)	S(25)	S(26)	S(27)	S(28)	S(29)	S(30)	S(31)	S(32)	S(33)	S(34)	S(35)	S(36)	S(37)	S(38)	S(39)	S(40)	S(41)	S(42)	S(43)	S(51)	S(54)	S(55)	S(56)	S(57)	S(60)	S(80)	Wmol	Vmc	pi	ea	eb	q+	q-	m	h	SN	IP	A	mcp	cen	w	AS	VS	MS	PSA	Sapc	Sanc	Sapcw	Sancw	Svpc	Svnc	Svpcw	Svncw
Fosphenytoin	1	3	5	3	6	12.4345	18.8088	24.3623	18.0791	11.844	11.5155	8.8546	0.8271	2.4233	0	0	0.068	0.2041	13.7969	8.8272	6.6335	4.326	0.337	0.8198	0	0	0.028	0.0642	15	0	9	25	0	0	0	16	1	0	6	2	19.7531	7.935	4.1353	17.1917	6.3437	3.1568	4.3624	71.2222	14.4813	56.7409	0	58.9828	4.6644	0	0	0	0	0	0	0	3.5511	0	0	0	0	0	0	0	-0.8508	0	0	17.2454	0	0	-0.7999	1.0523	0	-1.4882	0	0	0	0	0	2.6406	0	0	0	0	17.6678	36.2953	4.3301	0	0	-4.8308	0	0	0	0	0	0	362.2781	1.7457	0.1442	0.1234	0.1409	0.2878	1.0958	4.8968	4.7738	0.2095	9.6756	0.1281	-4.9019	4.9019	57.3524	550.93	329.9438	295.3347	114.7738	301.3742	249.5559	70.1869	110.5679	151.0813	178.8625	64.3812	58.4674
Gatifloxacin	1	4	4	2	5	13.5075	17.4786	26.4284	19.2922	12.9179	12.1395	10.5363	2.15	5.1341	0.2887	0	0	0.1741	15.2893	9.0896	7.2531	5.5442	0.978	1.9215	0.2887	0	0	0.0798	22	1	8	27	1	0	0	19	0	0	4	3	20.28	8.0247	3.5446	17.9387	6.6143	2.7953	4.3945	69.5	8.2326	61.2674	15.1023	32.0077	0	0	0	4.3107	0	0	0	0.3065	0.8608	0	-3.8105	0	0	0	3.4792	0	3.7162	0	1.3703	1.1603	0.2907	0	-2.3455	0.5615	0	0	0	0	3.3191	0	0	0	0	0	3.6897	0	0	33.5637	5.5926	0	15.1023	0	0	0	0	0	0	0	375.3989	1.8441	0.1659	0.1184	0.1319	0.2532	0.3708	7.4586	4.0717	0.2456	8.7687	0.6252	-4.697	4.697	44.9138	565.4013	380.5986	320.0004	75.307	404.1214	161.2799	49.5364	36.6512	231.8628	148.7358	26.6923	29.2806
Granisetron	1	4	2	1	2	12.7396	16.6583	26.9869	15.9743	11.131	10.3496	9.1448	1.6096	4.1643	0	0	0.0786	0.2069	13.8269	8.5777	7.0352	5.6479	0.8953	2.1551	0	0	0.025	0.1235	24	0	5	23	0	0	0	18	0	0	1	4	16.4675	6.7188	3.1328	14.6959	5.6378	2.5279	3.6023	46.6667	21.9394	24.7273	0	0	0	0	0	0	0	0	0	0	3.2185	0	-1.6238	0	0	0	4.1229	0	5.9544	0	0	7.9071	1.5105	0	1.4795	0.9981	0	0	0	0	0	0	0	4.4365	0	2.5162	1.7853	0	0	12.7409	0	0	0	0	0	0	0	0	0	0	312.4138	1.4779	0.1817	0.122	0.1324	0.2368	0.3865	4.452	4.2784	0.2337	8.8249	0.268	-4.5464	4.5464	44.2178	543.7645	332.9172	293.8525	47.9623	427.6466	116.1179	45.4753	18.2676	190.7364	142.1808	21.6234	21.7153
Halofantrine	1	3	11	1	4	16.9292	22.0241	30.6342	24.173	15.6504	14.69	11.2466	1.789	4.5665	0	0	0	0.169	20.4944	12.2389	9.4035	6.6067	1.0574	2.1806	0	0	0	0.0629	30	5	7	33	3	2	0	26	0	0	1	1	27.5853	12.3008	7.0312	26.0814	11.2638	6.3286	8.9023	84.1389	17.7534	66.3855	52.8961	35.8272	0	0	0	0	0	0	0	0	3.8034	0	-5.6261	-4.1546	0	0	4.3041	0	7.5364	0	0	8.6024	-0.8277	0	0	0.5329	2.081	-4.4756	0	0	0	0	0	0	0	2.3551	0	0	11.1343	0	0	0	40.319	0	0	0	0	0	12.5771	0	500.4303	2.3796	0.166	0.1117	0.1329	0.2138	0.3379	3.1535	3.7878	0.264	8.8717	1.2962	-5.0839	5.0839	48.95	737.0263	499.3066	438.8695	23.5446	381.1023	355.924	36.5443	33.2831	220.9152	278.3914	22.3511	30.6121
Haloperidol	1	3	6	1	3	18.2463	20.6132	32.1887	18.5707	12.4601	11.4823	9.3859	1.3282	2.8223	0	0	0	0.2388	15.3831	9.3357	7.3502	5.3611	0.6489	1.2012	0	0	0	0.1115	23	2	5	26	1	1	0	21	0	0	2	1	20.727	9.4675	5.75	19.0239	8.2953	4.9181	6.0695	63.1944	19.0884	44.1061	18.823	34.1081	0	0	0	0	0	0	0	0	3.5406	0	-7.3225	0	0	0	0	0	4.956	0	0	13.0871	0	0	0.0414	1.8045	0	-0.8006	0	0	0	0	0	0	0	2.2801	0	0	10.8815	12.1215	0	0	12.9051	0	0	0	0	0	5.9179	0	375.8696	1.9338	0.1522	0.1178	0.1383	0.207	0.3394	3.8358	4.3621	0.2292	9.4069	0.6828	-5.0449	5.0449	55.5092	629.9129	395.8361	345.2009	37.5025	374.5581	255.3548	45.999	30.4625	188.8325	207.0035	23.1496	27.0896
Hydrochlorothiazide	1	2	1	3	4	9.619	12.4439	18.5391	12.8449	7.7162	8.6686	5.9505	0.6381	2.0124	0	0	0	0.1145	10.6555	7.723	6.9975	4.9879	0.5894	1.7428	0	0	0	0.075	8	1	10	17	0	1	0	7	0	2	4	3	13.4321	4.2806	2.56	12.0188	3.5196	2.0359	2.4883	55.1111	1.6508	53.4603	5.7246	0	16.1589	0	0	0	0	0	0	0	1.466	0	0	0	0	0	0	0	0.0143	0	0	2.1493	0	0	0	-0.5128	0	0	0	4.9314	0	0	0	4.9224	0	0	0	0	0	45.6838	0	0	0	0	0	-7.8018	0	0	5.7246	0	297.7309	1.4883	0.1465	0.1061	0.1435	0.2668	0.8914	9.314	4.0401	0.2475	9.9327	1.8525	-5.8926	5.8926	70.1415	416.3524	237.7702	216.6496	129.642	236.9133	179.4391	44.6406	143.54	145.5698	92.2003	78.4646	68.4562
Hydroquinidine	1	4	4	1	3	12.0972	17.1751	23.2997	16.6814	11.707	10.3662	9.6323	1.279	3.7098	0	0	0	0.3277	14.4816	9.0568	7.2432	6.126	0.8559	2.2702	0	0	0	0.1911	26	0	4	24	0	0	0	20	0	0	2	2	17.4156	7.3189	3.2411	16.0043	6.431	2.7621	4.2885	48	24.5186	23.4814	0	35.002	0	0	0	0	0	0	0	0	2.0091	0	-6.5963	-4.1519	0	0	3.9632	0	5.8928	0	0	9.645	1.3244	0	0	1.7824	1.9109	0	0	0	0	0	0	0	4.4378	2.5052	0	0	11.1777	0	5.3606	0	0	0	0	0	0	0	0	0	326.4376	1.5047	0.1867	0.1179	0.1298	0.2044	0.3104	1.125	3.9429	0.2536	8.5635	0.6776	-4.6206	4.6206	42.0904	547.1352	348.1803	301.7399	41.3145	429.2402	117.895	45.3196	16.3352	198.7924	149.3879	20.5897	20.354
Ibutilide	1	1	14	2	3	20.3695	24.366	34.4627	19.416	12.3527	10.9309	7.1623	0.8106	1.9038	0	0	0	0.0833	17.3935	11.7265	8.7512	5.1822	0.429	0.9722	0	0	0	0.0278	36	0	6	26	0	0	0	20	0	1	3	2	24.0385	13.2231	11.4602	22.8004	12.202	10.5031	10.7004	59.0833	24.6912	34.3922	0	32.2389	4.2606	0	0	0	0	0	0	0	-0.0746	0	-5.8556	-4.2292	0	0	5.55	0	11.367	0	0	6.94	-0.5088	0	0	1.3429	0	0	0	0	0	0	0	2.4291	0	2.4561	0	0	10.3456	22.4295	0	0	0	0	0	-3.2681	0	0	0	0	384.576	2.318	0.1294	0.1103	0.1395	0.2582	0.888	5.6718	4.0449	0.2472	9.5288	1.4389	-5.4839	5.4839	60.8207	724.0435	457.7285	398.8822	77.8712	582.5665	141.477	70.7727	78.586	289.4196	168.3089	62.8535	55.2988
Indapamide	1	3	3	2	3	12.952	17.3017	26.013	17.4828	11.2699	11.3212	8.7207	1.4305	3.8581	0	0	0.0786	0.1514	14.4339	9.2005	7.62	5.3216	0.8885	2.172	0	0	0.0456	0.0518	16	1	8	24	0	1	0	16	0	1	3	3	18.7811	7.3189	4.0656	16.4768	5.919	3.1608	4.0636	63.3611	16.2065	47.1546	5.8447	0	7.9913	0	0	0	0	0	0	0	5.2112	0	-0.6731	-0.3313	0	0	1.9979	0	0.8189	0	0	11.776	0.0939	0	0	1.9502	0	0	0	5.1212	0	0	0	0	0	0	1.7806	0	0	35.5949	0	0	0	0	0	-4.0017	0	0	5.8447	0	365.8337	1.8598	0.1527	0.1081	0.1364	0.2231	0.8882	8.7674	3.7868	0.2641	9.2238	1.6501	-5.4369	5.4369	55.97	565.9554	345.3858	308.6427	96.151	378.4016	187.5538	49.8641	84.7644	192.5156	152.8702	51.6663	49.4271
Isoprenaline	1	1	4	4	3	11.1752	13.2579	19.5315	11.4223	7.0029	6.4762	4.6428	1.282	2.3948	0	0	0	0.068	8.9355	4.9373	3.8269	2.1037	0.6053	0.7717	0	0	0	0.0241	17	0	4	15	0	0	0	11	0	0	3	1	13.0667	5.915	4.1653	12.1311	5.2287	3.6019	4.2287	39.6667	8.5123	31.1544	0	85.2901	0	0	0	2.6702	0	0	0	0	-7.1171	0	-6.8616	-5.449	0	0	3.9742	0	0.4185	0	0	4.3125	-0.3849	0	0	0.192	0	0	0	0	3.0837	0	0	0	0	0	0	0	28.0707	0	0	0	0	0	0	0	0	0	0	0	211.2602	1.2239	0.1371	0.1271	0.1324	0.2415	0.3398	2.7319	4.5313	0.2207	8.8175	-0.245	-4.2862	4.2862	41.6236	426.5262	247.9297	218.7694	71.0426	309.4551	117.071	38.451	25.9331	142.1425	105.7872	17.0294	19.9336
Isradipine	1	3	6	1	7	11.7922	15.2142	23.8812	19.7148	12.8454	11.8643	9.6224	2.1232	4.7243	0	0	0.1179	0.1134	15.8224	8.5376	6.5602	4.3565	0.9893	1.8483	0	0	0.0204	0.0421	21	0	8	27	0	0	0	19	0	0	5	3	21.7027	9.212	4.4518	19.0919	7.5143	3.4637	5.3134	66.6667	15.035	51.6317	0	0	5.152	0	0	0	0	0	0	0	2.922	0	-0.1993	-0.7401	0	0	8.3607	0	0	0	0	5.3026	-1.0305	0	0.7832	0.6158	1.0031	0	0	0	0	0	0	3.0885	7.8167	0	0	0	0	25.464	10.4102	4.8523	0	0	0	0	0	0	0	0	371.392	1.8719	0.1573	0.1095	0.1348	0.1965	0.3573	7.6499	3.7755	0.2649	9.0609	1.5099	-5.2854	5.2854	52.7349	581.9863	379.7528	337.1859	93.7536	447.7184	134.2679	42.1884	24.4615	215.159	164.5938	23.0317	29.389
Ketanserin	1	4	5	1	4	18.5278	20.4908	33.7927	20.3801	14.0249	12.6816	11.0713	1.8856	4.7907	0	0	0	0.2954	15.9359	9.7674	7.4196	5.6163	0.8224	1.7915	0	0	0	0.1341	22	1	7	29	1	0	0	22	0	0	3	3	22.2031	10.08	5.2578	19.2649	8.1262	4.0481	5.3983	73.5	16.8676	56.6324	13.0447	0	0	0	0	0	4.8259	0	0	0	6.5169	0	-0.9663	0	0	0	0	0	3.7246	0	0	12.6429	-0.0801	0	0.048	-0.5045	1.0366	0	0	0	0	2.7485	0	0	0	2.1622	0	1.2342	0	37.4427	0	0	13.0447	0	0	0	0	0	0	0	395.4325	1.9268	0.1656	0.1182	0.1391	0.2772	0.3963	6.0746	4.4257	0.226	9.4959	0.6444	-5.0701	5.0701	56.8845	640.8179	402.0436	355.8028	64.5951	400.9658	239.8521	54.4644	47.1987	203.3643	198.6793	29.568	34.0241
Levofloxacin	1	4	2	1	5	13.7816	16.5646	23.8594	18.5851	12.3799	11.9365	10.321	2.2191	5.4485	0	0	0	0.2296	14.6591	8.591	6.967	5.1918	1.0509	2.1556	0	0	0	0.1028	20	1	8	26	1	0	0	18	0	0	4	3	19.3222	7.438	3.3379	16.9885	6.066	2.603	3.9635	67.6667	7.7046	59.9621	14.9837	31.8077	0	0	0	0	0	0	0	0.3162	0.8854	0	-1.9516	0	0	0	3.8877	0	3.2033	0	1.3426	1.1519	-0.1579	0	-2.3612	0.6381	0	0	0	0	0	0	0	0	0	2.1657	3.6508	0	0	33.3092	5.8528	0	14.9837	0	0	0	0	0	0	0	361.3721	1.7006	0.1723	0.1181	0.1331	0.2543	0.3864	9.1243	4.1177	0.2429	8.8906	0.6551	-4.7729	4.7729	46.902	551.3404	355.0885	308.3031	68.918	392.0733	159.2671	44.9838	34.795	215.9007	139.1878	23.7784	26.1759
Maprotiline	1	4	4	1	0	12.25	17.1359	22.6585	14.2862	10.3661	9.0024	8.4045	0.644	2.2552	0	0	0	0.295	12.7317	8.201	6.555	5.5937	0.4131	1.2953	0	0	0	0.1458	23	0	1	21	0	0	0	20	0	0	0	1	14.5833	5.8939	2.2222	13.0901	4.9937	1.8024	3.1128	37.25	33.9407	3.3093	0	0	0	0	0	3.9396	0	0	0	0	6.5315	0	-1.6546	-0.3074	0	0	2.0529	0	6.2331	0	0	18.3693	0.6283	0	0	6.3944	0	0.2627	0	0	3.3093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.4084	1.3107	0.191	0.1281	0.1319	0.1457	0.2901	1.6196	4.5601	0.2193	8.7761	-0.3442	-4.2159	4.2159	40.526	509.8158	314.8257	276.9615	14.845	407.9439	101.8719	42.6446	14.3584	174.581	140.2447	17.8115	17.3415
Mesoridazine	1	4	4	0	1	11.9807	20.8496	25.4748	18.0956	12.631	11.4482	9.8646	1.644	4.2504	0	0	0	0.2801	17.1136	11.7288	9.6874	7.5846	1.3275	3.0137	0	0	0	0.1506	26	0	5	26	0	0	0	21	0	2	1	2	19.3222	8.5663	4.2245	17.9577	7.6682	3.6898	5.2962	50.7222	32.8869	17.8353	0	0	0	0	0	0	0	0	0	0	6.6344	0	-0.5065	0	0	0	4.0169	0	7.342	0	0	14.9025	0.6643	0	0	5.9612	0	0	0	0	0	0	0	0	0	2.5204	2.4444	0	0	12.0107	0	0	0	0	0	-0.9578	1.8176	0	0	0	386.5692	2.0108	0.1741	0.1184	0.1269	0.1525	0.7408	4.7313	3.8277	0.2613	8.2747	0.6193	-4.447	4.447	37.8477	614.3223	393.448	345.9673	63.5759	488.7888	125.5335	84.7847	39.1393	230.1884	163.2596	51.2453	33.2315
Methadone	1	2	7	0	1	10.2616	16.5977	23.5016	16.872	11.0189	9.517	8.074	1.0618	2.6882	0	0	0	0.2041	14.6205	8.3279	6.4309	4.8134	0.6796	1.5695	0	0	0	0.0642	27	0	2	23	0	0	0	21	0	0	1	1	19.3264	8.9091	4.3457	17.4243	7.5608	3.5328	5.7279	47.5833	32.2248	15.3585	0	0	0	0	0	0	0	0	0	0	7.843	0	-0.6127	-0.156	0	0	8.2882	0	1.3102	0	0	20.4514	0.2971	0	0.2811	2.1792	0	-0.5824	0	0	0	0	0	0	0	2.1841	0	0	0	13.1744	0	0	0	0	0	0	0	0	0	0	309.4504	1.6489	0.1596	0.1264	0.1369	0.1502	0.2815	2.6777	4.7253	0.2116	9.2723	-0.1783	-4.547	4.547	48.8479	534.3904	351.5659	296.7646	16.307	421.4331	112.9574	44.1889	17.0886	193.3602	158.2057	20.4838	23.3737
Midodrine	1	1	6	3	4	12.9493	18.2861	22.3688	13.5436	8.6169	6.9876	5.8011	1.0313	2.4304	0	0	0	0.068	10.4729	5.4874	3.6319	2.4738	0.3738	0.759	0	0	0	0.0241	18	0	6	18	0	0	0	12	0	0	4	2	16.0556	8.2268	4.898	14.5905	7.0732	4.0584	5.7334	47.5	8.5795	38.9205	0	31.7191	0	0	6.3345	0	0	0	0	0	0.6354	0	-2.5029	-6.131	0	0	3.0463	0	-0.0402	0	0	5.091	-0.8838	0	0	1.6893	0	0	5.1603	0	0	0	0	0	0	0	0	0	10.0057	11.022	10.2234	0	0	0	0	0	0	0	0	0	254.2852	1.4559	0.1356	0.1262	0.1307	0.2203	0.3952	5.3703	4.4033	0.2271	8.6549	-0.1517	-4.2516	4.2516	39.7969	489.4351	284.4864	252.6603	90.5737	362.3823	127.0528	42.0328	30.7429	164.5081	119.9784	20.1428	23.8044
Moexipril	1	3	12	2	7	15.5538	22.9089	30.8994	26.2419	17.2816	15.0509	12.6158	2.3068	5.7904	0	0	0	0.2132	21.153	12.0219	8.7175	6.3613	1.0223	2.1818	0	0	0	0.0852	34	0	9	36	0	0	0	27	0	0	7	2	30.5402	14.963	8.25	27.4771	12.7306	6.7734	9.7167	88.8333	20.3288	68.5046	0	33.528	0	0	0	5.2112	0	0	0	0	4.9066	0	-4.8599	-2.9998	0	0	6.4052	0	1.5156	0	0	13.26	-2.5646	0	-1.5364	3.6546	0	0	0	0	3.0898	0	0	0	0	0	0	0	0	48.1271	15.9468	0	0	0	0	0	0	0	0	0	498.5748	2.63	0.1487	0.1241	0.1325	0.2564	0.3673	3.8299	4.3904	0.2278	8.8309	0.0501	-4.4405	4.4405	43.2845	820.1821	533.071	470.4789	102.9996	602.7517	217.4304	66.2726	46.8588	298.9446	234.1264	35.5621	43.5977
Moxifloxacin	1	5	4	2	5	15.4426	18.1842	29.1103	20.2837	13.9904	13.1437	11.8369	2.1947	5.6412	0.2887	0	0.0962	0.1741	16.2808	10.1621	8.3198	6.7747	1.0584	2.3676	0.2887	0	0.0745	0.0931	24	1	8	29	1	0	0	21	0	0	4	3	20.8779	8.1648	3.4565	18.5705	6.8107	2.7679	4.3613	71.8333	9.7323	62.1011	15.3202	32.1971	0	0	0	4.5607	0	0	0	0.3165	0.8765	0	-4.2754	0	0	0	1.4781	0	6.4112	0	1.3891	1.1907	0.8874	0	-2.3154	0.6912	0	0	0	0	3.5181	0	0	0	0	0	3.803	0	0	33.7898	5.67	0	15.3202	0	0	0	0	0	0	0	401.4367	1.8762	0.1785	0.1181	0.1319	0.2534	0.3972	8.44	4.0608	0.2463	8.7723	0.6506	-4.7114	4.7114	45.0705	592.704	401.2093	336.7821	75.643	420.2772	172.4267	51.8941	38.1004	244.1286	157.0807	28.3147	30.2485
Nicardipine	1	3	11	1	6	17.7243	21.304	35.3397	25.5348	16.7225	14.9917	11.964	2.4356	5.3949	0	0	0	0.2308	20.2387	11.1335	8.3383	5.8014	1.0993	2.1044	0	0	0	0.0779	29	0	9	35	0	0	0	26	0	0	6	3	29.5544	14.2353	7.9927	25.9537	11.6541	6.2702	8.6419	88.3333	24.49	63.8434	0	0	5.2298	0	0	0	0	0	0	0	7.6575	0	-0.2915	-1.1124	0	0	6.5839	0	1.3372	0	0	15.8319	-0.8767	0	0.1886	1.4252	0	0	0	0	0	0	0	3.0578	0	2.0327	-0.5178	0	0	48.701	10.5696	0	0	0	0	0	0	0	0	0	479.5316	2.4855	0.1592	0.1176	0.1379	0.1986	0.3643	10.9904	4.3337	0.2308	9.3731	0.7057	-5.0394	5.0394	55.0283	762.8736	498.5264	432.7338	98.6457	524.5372	238.3363	60.2592	57.5737	251.0617	247.4647	32.4196	45.0533
Norepinephrine	1	1	2	4	3	8.6805	10.5129	17.5659	9.1378	5.6471	4.9132	4.0874	0.8738	2.1751	0	0	0	0.068	6.4355	3.5486	2.4997	1.6075	0.3166	0.5747	0	0	0	0.0241	11	0	4	12	0	0	0	8	0	0	3	1	10.0833	4.2969	2.4931	9.1504	3.6409	2.0284	2.7763	35.8333	3.4305	32.4028	0	82.4016	0	0	5.082	0	0	0	0	0	-7.4271	0	-3.6313	-5.6712	0	0	0	0	0.0875	0	0	4.1002	-0.7949	0	0	0.0378	0	0	5.1981	0	0	0	0	0	0	0	0	0	27.2047	0	0	0	0	0	0	0	0	0	0	0	169.1798	0.9429	0.1351	0.1272	0.1322	0.2413	0.3544	2.7999	4.5317	0.2207	8.8067	-0.2567	-4.275	4.275	41.4105	343.5209	186.7923	168.2476	82.7401	226.3038	117.2171	34.9574	27.4502	98.741	88.0512	14.365	17.5091
Octreotide	1	5	17	13	10	18.4646	32.6328	39.2105	51.4504	34.073	30.13	24.1968	4.566	10.5635	0	0	0.0962	0.2875	41.3084	25.9924	20.0263	14.2727	2.0221	3.8923	0	0	0.0361	0.0919	66	0	22	71	0	0	0	49	0	2	10	10	61.8489	32.6703	20.388	55.9112	28.1384	17.0791	22.1585	181	14.2747	166.7253	0	100.1709	4.4977	0	15.9278	0	0	0	0	0.2372	6.2494	0	-39.8913	-11.0787	0	0	2.6048	0	0.1329	0	1.7034	25.2337	-13.3592	0	0.6487	2.9621	0	0	12.1556	0	0	0	0	3.1734	0	0	0	0	31.0026	99.5978	0	0	0	0	0	0	2.0588	0	0	0	1019.2414	4.3345	0.1816	0.0956	0.1327	0.2687	0.4251	14.7383	2.9704	0.3367	8.848	2.9072	-5.8776	5.8776	51.3082	1283.3436	981.9112	881.3794	334.2061	843.1665	440.1771	112.0951	106.3538	544.5732	437.3381	76.6556	93.2898
Ondansetron	1	4	2	0	2	13.0069	16.3408	25.3341	15.2672	10.6647	9.813	9.0804	1.4733	4.3069	0	0	0.182	0.1389	12.9127	7.7478	6.1245	4.9157	0.7846	1.9651	0	0	0.0613	0.0639	19	0	4	22	0	0	0	18	0	0	1	3	15.5232	6.1359	2.6063	13.3131	4.8338	1.9417	2.9251	45.8333	24.2819	21.5514	0	0	0	0	0	0	0	0	0	1.888	3.4554	0	-0.211	-0.2839	0	0	4.0471	0	2.6028	0	3.7572	8.2053	0.0474	0	4.4691	1.1531	0	0	0	0	0	0	0	4.2531	0	0	4.2638	0	0	13.0345	0	0	0	0	0	0	0	0	0	0	293.3676	1.494	0.1724	0.1217	0.1299	0.179	0.3078	5.1951	4.138	0.2417	8.5703	0.2943	-4.4323	4.4323	40.646	509.2706	317.4165	277.0194	31.6117	358.8	150.4706	43.4013	23.4959	158.9219	158.4946	19.1443	21.46
Orciprenaline	1	1	4	4	3	10.6762	15.0513	22.169	11.4223	6.9861	6.626	4.2191	1.388	1.9323	0	0	0	0.068	8.9355	4.9313	3.8615	2.0291	0.6253	0.7115	0	0	0	0.0241	17	0	4	15	0	0	0	11	0	0	3	1	13.0667	5.915	4.5714	12.1311	5.2287	3.97	4.2287	39.6667	8.4064	31.2603	0	85.7668	0	0	0	2.607	0	0	0	0	-8.0076	0	-7.0953	-5.6333	0	0	3.9577	0	0.3894	0	0	4.1021	-0.4482	0	0	0.4054	0	0	0	0	3.0694	0	0	0	0	0	0	0	28.1909	0	0	0	0	0	0	0	0	0	0	0	211.2602	1.2286	0.1332	0.1263	0.1338	0.2261	0.338	1.3239	4.5638	0.2191	8.9581	-0.1694	-4.3943	4.3943	44.0637	428.5842	248.786	219.5012	71.9864	313.5675	115.0167	39.0271	29.218	149.8932	98.8927	18.246	21.631
Pentamidine	1	2	10	4	4	21.3894	22.91	39.3272	18.0707	12.0586	10.3948	7.8932	1.4082	2.9469	0	0	0	0.1667	14.1255	8.2057	5.6337	3.6568	0.4471	0.792	0	0	0	0.0556	24	0	6	25	0	0	0	19	0	0	2	4	21.3018	11.6584	8.0443	18.636	9.5606	6.3671	7.1269	58.5	21.6859	36.8141	0	0	43.8019	0	0	0	0	0	0	0	1.5053	0	-1.9476	0	0	0	0	0	4.1932	0	0	14.4184	0	0	0.1157	2.9586	0	0	0	25.4999	0	0	0	0	0	0	0	0	0	0	11.3142	0	0	0	0	0	0	0	0	0	340.4242	1.9138	0.1619	0.1241	0.1343	0.1746	0.3392	5.1427	4.4835	0.223	9.0165	0.0495	-4.533	4.533	46.0641	646.2021	384.4382	346.0309	107.1698	461.229	184.9732	59.8082	38.7321	213.6489	170.7893	26.4995	30.3163
Phentermine	1	1	2	1	0	8.1694	9.8503	16.9623	8.32	5.0783	5.2688	2.6258	0.2041	0.3907	0	0	0	0.1021	7.1712	3.9065	3.651	1.5026	0.1179	0.195	0	0	0	0.0321	15	0	1	11	0	0	0	10	0	0	0	1	9.0909	3.6	3.787	8.2782	3.0549	3.19	2.299	22.4167	16.5492	5.8675	0	0	0	0	7.1292	0	0	0	0	0	2.8125	0	-1.0449	-0.6381	0	0	4.0833	0	0.9383	0	0	10.3178	0	0	0	1.3056	0	-0.0959	5.8675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.2352	0.9393	0.1346	0.1294	0.1377	0.15	0.3445	1.3523	4.9175	0.2034	9.3562	-0.4788	-4.4387	4.4387	48.442	340.7875	194.9878	168.9548	23.6791	275.8159	64.9716	30.0201	10.7834	115.1647	79.8231	12.2608	13.2521
Phenylephrine	1	1	3	3	2	9.2913	11.6036	19.0059	8.9747	5.7364	4.7978	3.5257	0.691	1.3694	0	0	0	0.0833	6.9883	3.8536	2.6685	1.6525	0.262	0.4461	0	0	0	0.0278	13	0	3	12	0	0	0	9	0	0	2	1	10.0833	4.8889	3.1142	9.1901	4.2069	2.5877	3.2218	30.6667	9.2429	21.4238	0	56.352	0	0	0	2.4343	0	0	0	0	-5.2354	0	-2.8186	-5.0246	0	0	1.7699	0	0.4895	0	0	6.6279	-0.5536	0	0	0.9093	0	0	0	0	2.8538	0	0	0	0	0	0	0	18.57	0	0	0	0	0	0	0	0	0	0	0	167.2072	1.0048	0.1305	0.1274	0.1348	0.2256	0.3421	1.8051	4.6725	0.214	9.0653	-0.2798	-4.3927	4.3927	45.081	364.1241	198.941	179.2577	53.876	263.4218	100.7023	32.9677	22.1708	112.5824	86.3587	13.8062	16.2933
Phenylpropanolamine	1	1	2	2	1	8.1172	10.7399	16.1657	8.2676	5.2152	4.5012	3.445	0.6925	1.6814	0	0	0	0.1021	6.566	3.7016	2.7146	1.6391	0.3632	0.5956	0	0	0	0.0321	13	0	2	11	0	0	0	9	0	0	1	1	9.0909	4.1327	2.5	8.2386	3.5076	2.0328	2.627	26.3333	11.3426	14.9907	0	28.9136	0	0	5.9348	0	0	0	0	0	-0.8736	0	-4.4166	-4.6381	0	0	1.7894	0	0	0	0	9.4319	-0.7559	0	0	0.8773	0	0	5.5179	0	0	0	0	0	0	0	0	0	9.4728	0	0	0	0	0	0	0	0	0	0	0	151.2078	0.9209	0.1324	0.1292	0.1383	0.2077	0.3479	1.4705	4.9344	0.2027	9.4113	-0.4575	-4.4769	4.4769	49.4489	336.1135	186.8088	164.6595	43.5876	256.3034	79.8102	31.381	15.8776	104.1226	82.6862	12.5789	14.7113
Pimozide	1	5	7	1	3	17.4621	20.863	34.4227	23.493	16.5805	14.9142	12.7115	2.0671	4.8301	0	0	0.0786	0.3333	19.0913	12.0084	9.188	7.0581	0.9546	2.1745	0	0	0.028	0.1479	29	2	6	34	2	0	0	28	0	0	1	3	25.6413	12.0299	6.2972	22.5377	9.9352	4.9971	6.5858	78.3333	31.5267	46.8066	26.9311	0	0	0	0	0	4.7375	0	0	0	10.1545	0	-1.8721	0	0	0	0	0	6.6484	0	0	21.1292	0.3145	0	0	1.5644	1.8703	0	0	0	0	2.9672	0	0	0	2.4611	0	1.9224	0	12.5248	0	0	26.9311	0	0	0	0	0	0	0	461.5534	2.2596	0.1697	0.1238	0.1325	0.277	0.4196	1.1287	4.3759	0.2285	8.8328	0.081	-4.4569	4.4569	43.4607	752.1862	485.2635	423.8117	37.3515	484.5877	267.5985	62.2478	43.537	247.8305	237.433	30.362	34.0716
